Species common name,nest_height,scientific_name,common_name
Sichuan Forest Thrush,NA,Zoothera griseiceps,Sichuan Forest Thrush
Sichuan Grasshopper-warbler,NA,Locustella chengi,Sichuan Grasshopper-warbler
Sichuan Jay,NA,Perisoreus internigrans,Sichuan Jay
Sichuan Leaf-warbler,NA,Phylloscopus forresti,Sichuan Leaf-warbler
Sichuan Partridge,0,Arborophila rufipectus,Sichuan Partridge
Sichuan Treecreeper,8.2,Certhia tianquanensis,Sichuan Treecreeper
Sickle-billed Vanga,17,Falculea palliata,Sickle-billed Vanga
Sickle-winged Chat,NA,Emarginata sinuata,Sickle-winged Chat
Sickle-winged Guan,5.1,Chamaepetes goudotii,Sickle-winged Guan
Sickle-winged Nightjar,NA,Eleothreptus anomalus,Sickle-winged Nightjar
Sierra Leone Prinia,NA,Schistolais leontica,Sierra Leone Prinia
Sierra Madre Ground-warbler,0.75,Robsonius thompsoni,Sierra Madre Ground-warbler
Sierra Madre Sparrow,NA,Xenospiza baileyi,Sierra Madre Sparrow
Sierra Nevada Brush-finch,NA,Arremon basilicus,Sierra Nevada Brush-finch
Sierra de Lema Flycatcher,NA,Mionectes roraimae,Sierra de Lema Flycatcher
Sierran Elaenia,1.5,Elaenia pallatangae,Sierran Elaenia
Sikkim Treecreeper,NA,Certhia discolor,Sikkim Treecreeper
Silky-tailed Nightjar,0,Antrostomus sericocaudatus,Silky-tailed Nightjar
Sillem's Rosefinch,NA,Carpodacus sillemi,Sillem's Rosefinch
Silver Gull,1.25,Larus novaehollandiae,Silver Gull
Silver Oriole,30,Oriolus mellianus,Silver Oriole
Silver Pheasant,NA,Lophura nycthemera,Silver Pheasant
Silver Teal,0,Spatula versicolor,Silver Teal
Silver-backed Butcherbird,12.5,Cracticus argenteus,Silver-backed Butcherbird
Silver-backed Needletail,NA,Hirundapus cochinchinensis,Silver-backed Needletail
Silver-backed Tanager,NA,Tangara viridicollis,Silver-backed Tanager
Silver-beaked Tanager,2.375,Ramphocelus carbo,Silver-beaked Tanager
Silver-breasted Broadbill,7,Serilophus lunatus,Silver-breasted Broadbill
Silver-breasted Tanager,NA,Tangara cyanomelas,Silver-breasted Tanager
Silver-capped Fruit-dove,9,Ptilinopus richardsii,Silver-capped Fruit-dove
Silver-crowned Friarbird,10.3,Philemon argenticeps,Silver-crowned Friarbird
Silver-eared Honeyeater,2.75,Lichmera alboauricularis,Silver-eared Honeyeater
Silver-eared Laughingthrush,NA,Trochalopteron melanostigma,Silver-eared Laughingthrush
Silver-eared Mesia,NA,Leiothrix argentauris,Silver-eared Mesia
Silver-rumped Spinetail,NA,Rhaphidura leucopygialis,Silver-rumped Spinetail
Silver-throated Bushtit,NA,Aegithalos glaucogularis,Silver-throated Bushtit
Silver-throated Tanager,7.324999999999999,Tangara icterocephala,Silver-throated Tanager
Silverbird,6,Melaenornis semipartitus,Silverbird
Silvered Antbird,0.9,Sclateria naevia,Silvered Antbird
Silvereye,8,Zosterops lateralis,Silvereye
Silvery Pigeon,NA,Columba argentina,Silvery Pigeon
Silvery-cheeked Antshrike,NA,Sakesphorus cristatus,Silvery-cheeked Antshrike
Silvery-cheeked Hornbill,19.5,Bycanistes brevis,Silvery-cheeked Hornbill
Silvery-flanked Antwren,NA,Myrmotherula luctuosa,Silvery-flanked Antwren
Silvery-fronted Tapaculo,NA,Scytalopus argentifrons,Silvery-fronted Tapaculo
Silvery-throated Jay,NA,Cyanolyca argentigula,Silvery-throated Jay
Silvery-throated Spinetail,3,Synallaxis subpudica,Silvery-throated Spinetail
Simeulue Parrot,NA,Psittinus abbotti,Simeulue Parrot
Simeulue Scops-owl,NA,Otus umbra,Simeulue Scops-owl
Simple Greenbul,1.9,Chlorocichla simplex,Simple Greenbul
Sinai Rosefinch,NA,Carpodacus synoicus,Sinai Rosefinch
Sinaloa Crow,NA,Corvus sinaloae,Sinaloa Crow
Sinaloa Martin,NA,Progne sinaloae,Sinaloa Martin
Sinaloa Wren,3.05,Thryophilus sinaloa,Sinaloa Wren
Sincora Antwren,NA,Formicivora grantsaui,Sincora Antwren
Sind Sparrow,NA,Passer pyrrhonotus,Sind Sparrow
Sind Woodpecker,3,Dendrocopos assimilis,Sind Woodpecker
Singing Cisticola,0.75,Cisticola cantans,Singing Cisticola
Singing Honeyeater,10.05,Gavicalis virescens,Singing Honeyeater
Singing Quail,NA,Dactylortyx thoracicus,Singing Quail
Singing Starling,NA,Aplonis cantoroides,Singing Starling
Sinu Parakeet,NA,Pyrrhura subandina,Sinu Parakeet
Sira Barbet,NA,Capito fitzpatricki,Sira Barbet
Sira Curassow,NA,Pauxi koepckeae,Sira Curassow
Sira Tanager,NA,Tangara phillipsi,Sira Tanager
Sirkeer Malkoha,NA,Taccocua leschenaultii,Sirkeer Malkoha
Sjostedt's Greenbul,17.5,Baeopogon clamans,Sjostedt's Greenbul
Sjostedt's Owlet,2.25,Glaucidium sjostedti,Sjostedt's Owlet
Sladen's Barbet,NA,Gymnobucco sladeni,Sladen's Barbet
Slate-blue Seedeater,NA,Amaurospiza relicta,Slate-blue Seedeater
Slate-colored Antbird,NA,Myrmelastes schistaceus,Slate-colored Antbird
Slate-colored Fox-sparrow,NA,Passerella schistacea,Slate-colored Fox-sparrow
Slate-colored Grosbeak,NA,Saltator grossus,Slate-colored Grosbeak
Slate-colored Hawk,NA,Buteogallus schistaceus,Slate-colored Hawk
Slate-colored Seedeater,4.5,Sporophila schistacea,Slate-colored Seedeater
Slate-colored Solitaire,0,Myadestes unicolor,Slate-colored Solitaire
Slate-coloured Boubou,NA,Laniarius funebris,Slate-coloured Boubou
Slate-crowned Antpitta,3.15,Grallaricula nana,Slate-crowned Antpitta
Slate-headed Tody-flycatcher,NA,Poecilotriccus sylvia,Slate-headed Tody-flycatcher
Slate-throated Gnatcatcher,NA,Polioptila schistaceigula,Slate-throated Gnatcatcher
Slate-throated Whitestart,0,Myioborus miniatus,Slate-throated Whitestart
Slaty Antwren,1.9,Myrmotherula schisticolor,Slaty Antwren
Slaty Becard,22.5,Pachyramphus spodiurus,Slaty Becard
Slaty Bristlefront,NA,Merulaxis ater,Slaty Bristlefront
Slaty Brush-finch,NA,Atlapetes schistaceus,Slaty Brush-finch
Slaty Bunting,2.25,Emberiza siemsseni,Slaty Bunting
Slaty Cuckoo-shrike,NA,Coracina schistacea,Slaty Cuckoo-shrike
Slaty Egret,3.5,Egretta vinaceigula,Slaty Egret
Slaty Elaenia,7.5,Elaenia strepera,Slaty Elaenia
Slaty Finch,2.25,Spodiornis rusticus,Slaty Finch
Slaty Flowerpiercer,2.4,Diglossa plumbea,Slaty Flowerpiercer
Slaty Gnateater,NA,Conopophaga ardesiaca,Slaty Gnateater
Slaty Monarch,NA,Mayrornis lessoni,Slaty Monarch
Slaty Spinetail,3,Synallaxis brachyura,Slaty Spinetail
Slaty Tanager,NA,Creurgops dentatus,Slaty Tanager
Slaty Vireo,3.3,Vireo brevipennis,Slaty Vireo
Slaty-backed Chat-tyrant,NA,Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant
Slaty-backed Flycatcher,NA,Ficedula erithacus,Slaty-backed Flycatcher
Slaty-backed Forest-falcon,NA,Micrastur mirandollei,Slaty-backed Forest-falcon
Slaty-backed Forktail,NA,Enicurus schistaceus,Slaty-backed Forktail
Slaty-backed Goshawk,NA,Accipiter luteoschistaceus,Slaty-backed Goshawk
Slaty-backed Gull,NA,Larus schistisagus,Slaty-backed Gull
Slaty-backed Hemispingus,NA,Poospiza goeringi,Slaty-backed Hemispingus
Slaty-backed Jungle-flycatcher,NA,Vauriella goodfellowi,Slaty-backed Jungle-flycatcher
Slaty-backed Nightingale-thrush,1.75,Catharus fuscater,Slaty-backed Nightingale-thrush
Slaty-backed Thornbill,3.5,Acanthiza robustirostris,Slaty-backed Thornbill
Slaty-backed Thrush,NA,Geokichla schistacea,Slaty-backed Thrush
Slaty-bellied Tesia,NA,Tesia olivea,Slaty-bellied Tesia
Slaty-blue Flycatcher,NA,Ficedula tricolor,Slaty-blue Flycatcher
Slaty-breasted Rail,NA,Lewinia striata,Slaty-breasted Rail
Slaty-breasted Tinamou,0,Crypturellus boucardi,Slaty-breasted Tinamou
Slaty-breasted Wood-rail,3,Aramides saracura,Slaty-breasted Wood-rail
Slaty-capped Flycatcher,NA,Leptopogon superciliaris,Slaty-capped Flycatcher
Slaty-capped Shrike-vireo,NA,Vireolanius leucotis,Slaty-capped Shrike-vireo
Slaty-headed Longbill,3.1500000000000004,Toxorhamphus poliopterus,Slaty-headed Longbill
Slaty-headed Parakeet,NA,Psittacula himalayana,Slaty-headed Parakeet
Slaty-legged Crake,0.5,Rallina eurizonoides,Slaty-legged Crake
Slaty-tailed Trogon,14.75,Trogon massena,Slaty-tailed Trogon
Slaty-winged Foliage-gleaner,NA,Philydor fuscipenne,Slaty-winged Foliage-gleaner
Slender Antbird,0,Rhopornis ardesiacus,Slender Antbird
Slender Sheartail,NA,Doricha enicura,Slender Sheartail
Slender-billed Babbler,NA,Chatarrhaea longirostris,Slender-billed Babbler
Slender-billed Cicadabird,22.5,Edolisoma tenuirostre,Slender-billed Cicadabird
Slender-billed Crow,NA,Corvus enca,Slender-billed Crow
Slender-billed Cuckoo-dove,3.8,Macropygia amboinensis,Slender-billed Cuckoo-dove
Slender-billed Curlew,NA,Numenius tenuirostris,Slender-billed Curlew
Slender-billed Finch,2.5,Xenospingus concolor,Slender-billed Finch
Slender-billed Flufftail,NA,Sarothrura watersi,Slender-billed Flufftail
Slender-billed Grackle,NA,Quiscalus palustris,Slender-billed Grackle
Slender-billed Greenbul,25,Stelgidillas gracilirostris,Slender-billed Greenbul
Slender-billed Gull,NA,Larus genei,Slender-billed Gull
Slender-billed Kite,26.5,Helicolestes hamatus,Slender-billed Kite
Slender-billed Miner,4.5,Geositta tenuirostris,Slender-billed Miner
Slender-billed Oriole,NA,Oriolus tenuirostris,Slender-billed Oriole
Slender-billed Parakeet,28.5,Enicognathus leptorhynchus,Slender-billed Parakeet
Slender-billed Prion,NA,Pachyptila belcheri,Slender-billed Prion
Slender-billed Scimitar-babbler,0.5,Pomatorhinus superciliaris,Slender-billed Scimitar-babbler
Slender-billed Starling,NA,Onychognathus tenuirostris,Slender-billed Starling
Slender-billed Thornbill,1.3,Acanthiza iredalei,Slender-billed Thornbill
Slender-billed Tyrannulet,NA,Inezia tenuirostris,Slender-billed Tyrannulet
Slender-billed Vulture,14.5,Gyps tenuirostris,Slender-billed Vulture
Slender-billed Weaver,6,Ploceus pelzelni,Slender-billed Weaver
Slender-billed White-eye,NA,Zosterops tenuirostris,Slender-billed White-eye
Slender-billed Xenops,NA,Xenops tenuirostris,Slender-billed Xenops
Slender-footed Tyrannulet,29.5,Zimmerius gracilipes,Slender-footed Tyrannulet
Slender-tailed Nightjar,0,Caprimulgus clarus,Slender-tailed Nightjar
Slender-tailed Woodstar,6,Microstilbon burmeisteri,Slender-tailed Woodstar
Small Ground-finch,NA,Geospiza fuliginosa,Small Ground-finch
Small Jamaican Elaenia,NA,Myiopagis cotta,Small Jamaican Elaenia
Small Lifou White-eye,NA,Zosterops minutus,Small Lifou White-eye
Small Minivet,NA,Pericrocotus cinnamomeus,Small Minivet
Small Niltava,NA,Niltava macgrigoriae,Small Niltava
Small Pale-browed Treehunter,NA,Cichlocolaptes holti,Small Pale-browed Treehunter
Small Snowfinch,NA,Pyrgilauda davidiana,Small Snowfinch
Small St Helena Petrel,NA,Bulweria bifax,Small St Helena Petrel
Small Tree-finch,NA,Geospiza parvula,Small Tree-finch
Small Vivid Niltava,NA,Niltava vivida,Small Vivid Niltava
Small-billed Elaenia,NA,Elaenia parvirostris,Small-billed Elaenia
Small-billed Tinamou,0,Crypturellus parvirostris,Small-billed Tinamou
Smew,15,Mergellus albellus,Smew
Smith's Longspur,0,Calcarius pictus,Smith's Longspur
Smoke-colored Pewee,NA,Contopus fumigatus,Smoke-colored Pewee
Smoky Bush-tyrant,3,Myiotheretes fumigatus,Smoky Bush-tyrant
Smoky Honeyeater,10.5,Melipotes fumigatus,Smoky Honeyeater
Smoky Robin,NA,Peneothello cryptoleuca,Smoky Robin
Smoky Warbler,NA,Phylloscopus fuligiventer,Smoky Warbler
Smoky-brown Woodpecker,5.5,Leuconotopicus fumigatus,Smoky-brown Woodpecker
Smoky-fronted Tody-flycatcher,1.5,Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher
Smooth-billed Ani,8.1,Crotophaga ani,Smooth-billed Ani
Snail Kite,7.050000000000001,Rostrhamus sociabilis,Snail Kite
Snail-eating Coua,NA,Coua delalandei,Snail-eating Coua
Snares Fernbird,1,Poodytes caudatus,Snares Fernbird
Snares Penguin,0,Eudyptes robustus,Snares Penguin
Snares Snipe,NA,Coenocorypha huegeli,Snares Snipe
Snares Tomtit,NA,Petroica dannefaerdi,Snares Tomtit
Snethlage's Tody-tyrant,NA,Hemitriccus minor,Snethlage's Tody-tyrant
Snoring Rail,NA,Aramidopsis plateni,Snoring Rail
Snow Bunting,NA,Plectrophenax nivalis,Snow Bunting
Snow Goose,0,Anser caerulescens,Snow Goose
Snow Mountain Mannikin,NA,Lonchura montana,Snow Mountain Mannikin
Snow Mountain Quail,0,Anurophasis monorthonyx,Snow Mountain Quail
Snow Mountain Robin,NA,Petroica archboldi,Snow Mountain Robin
Snow Mountain Tiger-parrot,NA,Psittacella lorentzi,Snow Mountain Tiger-parrot
Snow Partridge,0,Lerwa lerwa,Snow Partridge
Snow Petrel,NA,Pagodroma nivea,Snow Petrel
Snow Pigeon,NA,Columba leuconota,Snow Pigeon
Snow-capped Manakin,0.75,Lepidothrix nattereri,Snow-capped Manakin
Snowcap,3.1,Microchera albocoronata,Snowcap
Snowy Cotinga,13.5,Carpodectes nitidus,Snowy Cotinga
Snowy Egret,4.62,Egretta thula,Snowy Egret
Snowy Owl,0,Bubo scandiacus,Snowy Owl
Snowy Plover,0,Charadrius nivosus,Snowy Plover
Snowy Sheathbill,0,Chionis albus,Snowy Sheathbill
Snowy-bellied Hummingbird,6,Amazilia edward,Snowy-bellied Hummingbird
Snowy-browed Flycatcher,NA,Ficedula hyperythra,Snowy-browed Flycatcher
Snowy-browed Nuthatch,7.3,Sitta villosa,Snowy-browed Nuthatch
Snowy-cheeked Laughingthrush,3.5999999999999996,Garrulax sukatschewi,Snowy-cheeked Laughingthrush
Snowy-crowned Robin-chat,1.8,Cossypha niveicapilla,Snowy-crowned Robin-chat
Snowy-crowned Tern,0,Sterna trudeaui,Snowy-crowned Tern
Snowy-throated Babbler,0,Stachyris oglei,Snowy-throated Babbler
Snowy-throated Kingbird,5.925,Tyrannus niveigularis,Snowy-throated Kingbird
Sociable Lapwing,0,Vanellus gregarius,Sociable Lapwing
Sociable Weaver,7,Philetairus socius,Sociable Weaver
Social Flycatcher,9.5,Myiozetetes similis,Social Flycatcher
Socorro Dove,2.25,Zenaida graysoni,Socorro Dove
Socorro Mockingbird,5.550000000000001,Mimus graysoni,Socorro Mockingbird
Socorro Parula,NA,Setophaga graysoni,Socorro Parula
Socorro Towhee,NA,Pipilo socorroensis,Socorro Towhee
Socorro Wren,NA,Troglodytes sissonii,Socorro Wren
Socotra Bunting,NA,Emberiza socotrana,Socotra Bunting
Socotra Buzzard,NA,Buteo socotraensis,Socotra Buzzard
Socotra Cisticola,NA,Cisticola haesitatus,Socotra Cisticola
Socotra Cormorant,0,Phalacrocorax nigrogularis,Socotra Cormorant
Socotra Grosbeak,NA,Rhynchostruthus socotranus,Socotra Grosbeak
Socotra Scops-owl,NA,Otus socotranus,Socotra Scops-owl
Socotra Sparrow,NA,Passer insularis,Socotra Sparrow
Socotra Starling,NA,Onychognathus frater,Socotra Starling
Socotra Sunbird,3.75,Chalcomitra balfouri,Socotra Sunbird
Socotra Warbler,1.5,Incana incana,Socotra Warbler
Soft-plumaged Petrel,NA,Pterodroma mollis,Soft-plumaged Petrel
Sokoke Pipit,NA,Anthus sokokensis,Sokoke Pipit
Sokoke Scops-owl,NA,Otus ireneae,Sokoke Scops-owl
Solitary Cacique,4.5,Cacicus solitarius,Solitary Cacique
Solitary Sandpiper,6.5,Tringa solitaria,Solitary Sandpiper
Solitary Snipe,NA,Gallinago solitaria,Solitary Snipe
Solitary Tinamou,0,Tinamus solitarius,Solitary Tinamou
Solomon Cicadabird,NA,Edolisoma holopolium,Solomon Cicadabird
Solomons Corella,32.5,Cacatua ducorpsii,Solomons Corella
Solomons Frogmouth,37.5,Rigidipenna inexpectata,Solomons Frogmouth
Solomons Nightjar,NA,Eurostopodus nigripennis,Solomons Nightjar
Solomons Pied Monarch,NA,Symposiachrus barbatus,Solomons Pied Monarch
Solomons White-eye,NA,Zosterops kulambangrae,Solomons White-eye
Somali Bee-eater,NA,Merops revoilii,Somali Bee-eater
Somali Bunting,NA,Emberiza poliopleura,Somali Bunting
Somali Courser,0,Cursorius somalensis,Somali Courser
Somali Crombec,NA,Sylvietta isabellina,Somali Crombec
Somali Crow,NA,Corvus edithae,Somali Crow
Somali Fiscal,NA,Lanius somalicus,Somali Fiscal
Somali Grosbeak,NA,Rhynchostruthus louisae,Somali Grosbeak
Somali Lark,0,Mirafra somalica,Somali Lark
Somali Ostrich,NA,Struthio molybdophanes,Somali Ostrich
Somali Pigeon,NA,Columba oliviae,Somali Pigeon
Somali Short-toed Lark,0,Alaudala somalica,Somali Short-toed Lark
Somali Sparrow,NA,Passer castanopterus,Somali Sparrow
Somali Starling,NA,Onychognathus blythii,Somali Starling
Somali Thrush,NA,Turdus ludoviciae,Somali Thrush
Somali Tit,6,Melaniparus thruppi,Somali Tit
Somali Wheatear,0,Oenanthe phillipsi,Somali Wheatear
Sombre Greenbul,3,Andropadus importunus,Sombre Greenbul
Sombre Hummingbird,NA,Aphantochroa cirrochloris,Sombre Hummingbird
Sombre Kingfisher,7.5,Todiramphus funebris,Sombre Kingfisher
Sombre Nightjar,0,Caprimulgus fraenatus,Sombre Nightjar
Sombre Pigeon,NA,Cryptophaps poecilorrhoa,Sombre Pigeon
Sombre Rockchat,NA,Oenanthe dubia,Sombre Rockchat
Sombre Thrush,NA,Turdus anthracinus,Sombre Thrush
Sombre Tit,NA,Poecile lugubris,Sombre Tit
Song Parrot,NA,Geoffroyus heteroclitus,Song Parrot
Song Sparrow,3.25,Melospiza melodia,Song Sparrow
Song Thrush,4,Turdus philomelos,Song Thrush
Song Wren,1.85,Cyphorhinus phaeocephalus,Song Wren
Sooretama Slaty Antshrike,NA,Thamnophilus ambiguus,Sooretama Slaty Antshrike
Sooty Albatross,NA,Phoebetria fusca,Sooty Albatross
Sooty Ant-tanager,0.825,Habia gutturalis,Sooty Ant-tanager
Sooty Antbird,0.5,Hafferia fortis,Sooty Antbird
Sooty Babbler,3.75,Stachyris herberti,Sooty Babbler
Sooty Barbthroat,NA,Threnetes niger,Sooty Barbthroat
Sooty Bushtit,NA,Aegithalos fuliginosus,Sooty Bushtit
Sooty Chat,NA,Myrmecocichla nigra,Sooty Chat
Sooty Falcon,NA,Falco concolor,Sooty Falcon
Sooty Flycatcher,23.5,Bradornis fuliginosus,Sooty Flycatcher
Sooty Fox-sparrow,2,Passerella unalaschcensis,Sooty Fox-sparrow
Sooty Grassquit,5,Asemospiza fuliginosa,Sooty Grassquit
Sooty Grouse,0,Dendragapus fuliginosus,Sooty Grouse
Sooty Gull,0,Larus hemprichii,Sooty Gull
Sooty Honeyeater,3.4,Melidectes fuscus,Sooty Honeyeater
Sooty Myzomela,15,Myzomela tristrami,Sooty Myzomela
Sooty Oystercatcher,0,Haematopus fuliginosus,Sooty Oystercatcher
Sooty Shearwater,NA,Ardenna grisea,Sooty Shearwater
Sooty Shrike-thrush,NA,Colluricincla tenebrosa,Sooty Shrike-thrush
Sooty Swift,26.5,Cypseloides fumigatus,Sooty Swift
Sooty Tern,0,Onychoprion fuscatus,Sooty Tern
Sooty Thicket-fantail,NA,Rhipidura threnothorax,Sooty Thicket-fantail
Sooty Thrush,6,Turdus nigrescens,Sooty Thrush
Sooty Tyrannulet,NA,Serpophaga nigricans,Sooty Tyrannulet
Sooty-capped Babbler,4.5,Malacopteron affine,Sooty-capped Babbler
Sooty-capped Bush-tanager,5.5,Chlorospingus pileatus,Sooty-capped Bush-tanager
Sooty-capped Hermit,2.8499999999999996,Phaethornis augusti,Sooty-capped Hermit
Sooty-capped Puffbird,NA,Nystactes noanamae,Sooty-capped Puffbird
Sooty-crowned Flycatcher,NA,Myiarchus phaeocephalus,Sooty-crowned Flycatcher
Sooty-faced Finch,2.25,Arremon crassirostris,Sooty-faced Finch
Sooty-fronted Spinetail,3,Synallaxis frontalis,Sooty-fronted Spinetail
Sooty-headed Bulbul,2.5,Pycnonotus aurigaster,Sooty-headed Bulbul
Sooty-headed Tyrannulet,19.5,Phyllomyias griseiceps,Sooty-headed Tyrannulet
Sooty-headed Wren,1.5,Pheugopedius spadix,Sooty-headed Wren
Sora,0.165,Porzana carolina,Sora
Souimanga Sunbird,1.75,Cinnyris sovimanga,Souimanga Sunbird
South African Shelduck,NA,Tadorna cana,South African Shelduck
South African Swallow,NA,Petrochelidon spilodera,South African Swallow
South American Painted-snipe,0,Nycticryphes semicollaris,South American Painted-snipe
South American Snipe,NA,Gallinago paraguaiae,South American Snipe
South American Tern,0,Sterna hirundinacea,South American Tern
South Georgia Diving-petrel,NA,Pelecanoides georgicus,South Georgia Diving-petrel
South Georgia Pipit,0,Anthus antarcticus,South Georgia Pipit
South Island Kokako,NA,Callaeas cinereus,South Island Kokako
South Island Piopio,NA,Turnagra capensis,South Island Piopio
South Island Robin,9,Petroica australis,South Island Robin
South Island Saddleback,NA,Philesturnus carunculatus,South Island Saddleback
South Island Snipe,NA,Coenocorypha iredalei,South Island Snipe
South Island Takahe,0,Porphyrio hochstetteri,South Island Takahe
South Melanesian Cuckoo-shrike,NA,Coracina caledonica,South Melanesian Cuckoo-shrike
South Moluccan Pitta,2.25,Erythropitta rubrinucha,South Moluccan Pitta
South Pare White-eye,NA,Zosterops winifredae,South Pare White-eye
South Philippine Dwarf-Kingfisher,NA,Ceyx mindanensis,South Philippine Dwarf-Kingfisher
South Philippine Hawk-eagle,NA,Nisaetus pinskeri,South Philippine Hawk-eagle
South Polar Skua,0,Catharacta maccormicki,South Polar Skua
Southern Andean Flicker,2.4,Colaptes rupicola,Southern Andean Flicker
Southern Anteater-chat,NA,Myrmecocichla formicivora,Southern Anteater-chat
Southern Antpipit,0,Corythopis delalandi,Southern Antpipit
Southern Bald Ibis,NA,Geronticus calvus,Southern Bald Ibis
Southern Band-tailed Pigeon,NA,Patagioenas albilinea,Southern Band-tailed Pigeon
Southern Banded Snake-eagle,14.5,Circaetus fasciolatus,Southern Banded Snake-eagle
Southern Beardless Tyrannulet,16,Camptostoma obsoletum,Southern Beardless Tyrannulet
Southern Bentbill,3,Oncostoma olivaceum,Southern Bentbill
Southern Black Bustard,0,Afrotis afra,Southern Black Bustard
Southern Black Tit,4.5,Melaniparus niger,Southern Black Tit
Southern Black-and-white Triller,NA,Lalage minor,Southern Black-and-white Triller
Southern Black-flycatcher,5,Melaenornis pammelaina,Southern Black-flycatcher
Southern Boobook,NA,Ninox boobook,Southern Boobook
Southern Boubou,5,Laniarius ferrugineus,Southern Boubou
Southern Bristle-tyrant,3.475,Pogonotriccus eximius,Southern Bristle-tyrant
Southern Brown Kiwi,0,Apteryx australis,Southern Brown Kiwi
Southern Brown-throated Weaver,3.75,Ploceus xanthopterus,Southern Brown-throated Weaver
Southern Caracara,6,Caracara plancus,Southern Caracara
Southern Carmine Bee-eater,NA,Merops nubicoides,Southern Carmine Bee-eater
Southern Cassowary,0,Casuarius casuarius,Southern Cassowary
Southern Chestnut-breasted Wren,NA,Cyphorhinus thoracicus,Southern Chestnut-breasted Wren
Southern Chestnut-tailed Antbird,0.39,Sciaphylax hemimelaena,Southern Chestnut-tailed Antbird
Southern Crested Guineafowl,0,Guttera edouardi,Southern Crested Guineafowl
